PlanetID,HDName,Spec,d_pc,L_sol,M_sol,Rp_Rearth,sma_AU,P_yr,ecc,inc_rad,aop_rad,pan_rad,epp_yr,Mp_Mearth,albedo,HZ
HD 19373_3,HD 19373,G0V,10.577,2.230,1.080,2.466,1.073,1.070,0.043,0.207,1.654,6.250,2034.140,3.475,0.417,False
HD 19373_4,HD 19373,G0V,10.577,2.230,1.080,1.916,1.269,1.375,0.035,1.122,1.596,5.402,2034.829,6.717,0.391,True
HD 19373_5,HD 19373,G0V,10.577,2.230,1.080,1.599,0.903,0.825,0.009,1.374,5.956,1.998,2034.640,3.548,0.428,False
HD 19373_6,HD 19373,G0V,10.577,2.230,1.080,1.238,4.265,8.475,0.118,0.263,6.235,5.470,2030.608,4.018,0.413,False
HD 19373_7,HD 19373,G0V,10.577,2.230,1.080,0.977,2.031,2.786,0.070,1.544,5.098,4.283,2034.282,0.684,0.443,True
HD 19373_8,HD 19373,G0V,10.577,2.230,1.080,2.510,2.938,4.846,0.027,1.065,0.342,4.187,2031.707,4.311,0.385,False
HD 19373_9,HD 19373,G0V,10.577,2.230,1.080,1.586,0.134,0.047,0.044,0.636,4.578,0.878,2034.978,7.030,0.412,False
HD 19373_10,HD 19373,G0V,10.577,2.230,1.080,1.051,3.477,6.240,0.071,0.688,1.121,5.692,2033.144,1.486,0.352,False
HD 19373_11,HD 19373,G0V,10.577,2.230,1.080,2.107,1.005,0.970,0.006,1.380,3.577,2.830,2034.673,4.365,0.337,False
HD 19373_12,HD 19373,G0V,10.577,2.230,1.080,0.541,2.641,4.130,0.094,0.784,5.615,5.047,2031.462,0.120,0.452,False
HD 19373_13,HD 19373,G0V,10.577,2.230,1.080,2.239,0.137,0.049,0.027,0.899,2.389,1.882,2034.958,5.667,0.378,False
HD 19373_14,HD 19373,G0V,10.577,2.230,1.080,2.227,3.813,7.164,0.113,0.829,5.836,1.935,2029.180,7.178,0.407,False
HD 19373_15,HD 19373,G0V,10.577,2.230,1.080,0.726,2.157,3.048,0.126,1.301,4.451,6.061,2032.214,0.350,0.373,True
HD 19373_16,HD 19373,G0V,10.577,2.230,1.080,0.526,1.159,1.201,0.148,0.625,1.891,3.121,2033.857,0.134,0.338,False
HD 19373_17,HD 19373,G0V,10.577,2.230,1.080,1.816,0.636,0.488,0.115,0.977,0.596,0.376,2034.760,7.268,0.368,False
HD 19373_18,HD 19373,G0V,10.577,2.230,1.080,0.691,0.657,0.513,0.036,0.760,5.123,5.251,2034.950,0.305,0.439,False
HD 19373_19,HD 19373,G0V,10.577,2.230,1.080,3.368,0.636,0.488,0.118,0.349,2.878,1.428,2034.610,5.574,0.395,False
HD 19373_20,HD 19373,G0V,10.577,2.230,1.080,0.503,0.259,0.127,0.076,0.544,0.457,5.521,2034.919,0.104,0.281,False
HD 19373_21,HD 19373,G0V,10.577,2.230,1.080,0.727,1.185,1.241,0.097,0.672,0.648,5.758,2034.528,0.374,0.356,False
HD 19373_22,HD 19373,G0V,10.577,2.230,1.080,0.530,1.143,1.176,0.033,1.277,6.076,0.457,2033.853,0.111,0.456,False
HD 19373_23,HD 19373,G0V,10.577,2.230,1.080,2.098,0.984,0.940,0.035,1.517,1.527,3.660,2034.682,4.841,0.356,False
HD 19373_24,HD 19373,G0V,10.577,2.230,1.080,1.384,2.420,3.623,0.068,0.959,6.073,6.167,2031.711,5.482,0.277,True
HD 19373_25,HD 19373,G0V,10.577,2.230,1.080,2.417,1.013,0.982,0.085,1.536,4.280,5.849,2034.418,9.091,0.462,False
HD 19373_26,HD 19373,G0V,10.577,2.230,1.080,3.119,0.197,0.084,0.068,0.775,1.888,3.300,2034.997,4.365,0.401,False
HD 19373_27,HD 19373,G0V,10.577,2.230,1.080,1.472,3.475,6.232,0.065,0.742,2.411,4.276,2029.638,2.884,0.363,False
HD 19373_28,HD 19373,G0V,10.577,2.230,1.080,0.730,1.033,1.010,0.056,0.973,4.882,3.797,2034.230,0.604,0.348,False
HD 19373_29,HD 19373,G0V,10.577,2.230,1.080,0.576,2.130,2.992,0.038,1.402,2.736,1.277,2033.078,0.074,0.421,True
HD 19373_30,HD 19373,G0V,10.577,2.230,1.080,2.513,4.120,8.047,0.150,0.504,0.470,4.103,2030.054,13.311,0.176,False
HD 19373_31,HD 19373,G0V,10.577,2.230,1.080,0.747,2.847,4.623,0.054,0.932,1.444,2.093,2033.988,0.321,0.340,False
HD 19373_32,HD 19373,G0V,10.577,2.230,1.080,2.669,1.515,1.794,0.064,1.030,5.406,2.124,2034.615,9.594,0.424,True
HD 19373_33,HD 19373,G0V,10.577,2.230,1.080,2.580,1.545,1.847,0.032,0.967,4.374,2.639,2034.946,6.634,0.394,True
HD 19373_34,HD 19373,G0V,10.577,2.230,1.080,1.525,3.455,6.179,0.087,1.488,3.148,5.354,2034.048,2.790,0.379,False
HD 19373_35,HD 19373,G0V,10.577,2.230,1.080,1.455,3.255,5.652,0.014,0.737,1.542,1.498,2033.098,7.638,0.374,False
HD 20766_0,HD 20766,G2IV,12.045,0.794,1.010,2.446,2.879,4.861,0.043,0.462,0.032,1.376,2032.783,5.932,0.358,False
HD 20766_1,HD 20766,G2IV,12.045,0.794,1.010,1.095,2.531,4.007,0.074,1.189,0.456,1.977,2034.161,1.601,0.419,False
HD 20766_2,HD 20766,G2IV,12.045,0.794,1.010,0.752,4.453,9.350,0.064,1.236,3.922,6.014,2032.100,0.266,0.324,False
HD 20766_3,HD 20766,G2IV,12.045,0.794,1.010,1.350,1.186,1.286,0.069,0.677,1.210,3.960,2033.796,2.087,0.286,True
HD 20766_4,HD 20766,G2IV,12.045,0.794,1.010,1.151,0.313,0.174,0.113,1.559,4.327,3.741,2034.947,0.638,0.398,False
HD 20766_5,HD 20766,G2IV,12.045,0.794,1.010,1.029,2.769,4.586,0.033,1.398,4.001,4.019,2031.646,1.594,0.399,False
HD 20766_6,HD 20766,G2IV,12.045,0.794,1.010,3.275,3.148,5.557,0.049,1.499,0.400,5.997,2034.766,43.197,0.406,False
HD 20766_7,HD 20766,G2IV,12.045,0.794,1.010,3.368,2.393,3.683,0.066,1.033,2.466,2.135,2034.527,8.904,0.391,False
HD 20766_8,HD 20766,G2IV,12.045,0.794,1.010,1.339,3.484,6.471,0.072,0.892,3.852,1.765,2032.985,2.104,0.387,False
HD 20766_9,HD 20766,G2IV,12.045,0.794,1.010,0.553,0.824,0.744,0.044,1.560,4.483,2.367,2034.329,0.109,0.351,True
HD 20766_10,HD 20766,G2IV,12.045,0.794,1.010,1.352,2.289,3.446,0.061,1.409,5.128,5.033,2034.244,2.363,0.406,False
HD 20766_11,HD 20766,G2IV,12.045,0.794,1.010,3.047,0.520,0.373,0.100,1.263,2.076,0.760,2034.729,8.061,0.365,False
HD 20766_12,HD 20766,G2IV,12.045,0.794,1.010,2.868,1.090,1.133,0.254,1.272,5.257,1.300,2034.810,20.064,0.411,True
HD 20766_13,HD 20766,G2IV,12.045,0.794,1.010,0.710,0.469,0.319,0.010,1.474,2.226,1.434,2034.804,0.301,0.343,False
HD 20766_14,HD 20766,G2IV,12.045,0.794,1.010,0.679,0.292,0.157,0.153,1.397,0.044,3.998,2034.908,0.237,0.351,False
HD 20766_15,HD 20766,G2IV,12.045,0.794,1.010,0.637,0.129,0.046,0.049,0.560,3.833,4.031,2034.971,0.123,0.468,False
HD 20766_16,HD 20766,G2IV,12.045,0.794,1.010,2.271,2.176,3.195,0.069,0.795,1.518,2.337,2034.085,16.929,0.385,False
HD 20766_17,HD 20766,G2IV,12.045,0.794,1.010,1.166,3.579,6.738,0.092,1.270,0.782,1.735,2033.908,1.296,0.280,False
HD 20766_18,HD 20766,G2IV,12.045,0.794,1.010,0.881,0.652,0.524,0.104,1.304,1.623,4.742,2034.535,0.563,0.392,False
HD 20766_19,HD 20766,G2IV,12.045,0.794,1.010,0.860,1.025,1.033,0.213,1.491,5.202,0.199,2034.412,0.699,0.283,True
HD 20766_20,HD 20766,G2IV,12.045,0.794,1.010,0.788,0.098,0.031,0.147,1.214,5.743,4.642,2034.994,0.556,0.362,False
HD 20766_21,HD 20766,G2IV,12.045,0.794,1.010,2.605,0.966,0.945,0.034,1.161,6.043,1.321,2034.610,5.858,0.345,True
HD 20766_22,HD 20766,G2IV,12.045,0.794,1.010,1.003,0.563,0.421,0.036,0.441,1.903,5.672,2034.972,0.804,0.263,False
HD 20766_23,HD 20766,G2IV,12.045,0.794,1.010,0.746,1.651,2.111,0.083,0.733,2.865,2.599,2033.996,0.481,0.386,False
HD 20766_24,HD 20766,G2IV,12.045,0.794,1.010,1.804,3.849,7.514,0.039,1.071,5.042,4.036,2031.815,2.453,0.348,False
HD 20766_25,HD 20766,G2IV,12.045,0.794,1.010,1.549,1.335,1.535,0.101,1.436,1.997,0.760,2034.796,4.401,0.262,True
HD 20766_26,HD 20766,G2IV,12.045,0.794,1.010,1.822,2.201,3.248,0.153,0.855,2.420,1.595,2033.556,5.173,0.409,False
HD 20766_27,HD 20766,G2IV,12.045,0.794,1.010,2.282,2.382,3.658,0.040,0.360,1.491,4.402,2032.661,5.109,0.439,False
HD 20766_28,HD 20766,G2IV,12.045,0.794,1.010,0.585,0.289,0.154,0.033,1.493,3.596,3.458,2034.857,0.119,0.442,False
HD 20766_29,HD 20766,G2IV,12.045,0.794,1.010,0.500,0.747,0.642,0.058,0.557,4.142,4.841,2034.549,0.064,0.385,True
HD 20766_30,HD 20766,G2IV,12.045,0.794,1.010,0.538,0.226,0.107,0.091,1.390,2.001,3.540,2034.946,0.129,0.369,False
HD 20766_31,HD 20766,G2IV,12.045,0.794,1.010,1.790,1.069,1.099,0.157,0.794,0.152,3.577,2034.154,3.592,0.433,True
HD 20766_32,HD 20766,G2IV,12.045,0.794,1.010,2.926,3.675,7.011,0.043,1.386,4.624,5.393,2033.037,6.391,0.451,False
HD 20766_33,HD 20766,G2IV,12.045,0.794,1.010,0.870,1.228,1.354,0.073,0.927,3.874,2.668,2034.094,0.741,0.424,True
HD 20807_0,HD 20807,G1V,12.039,1.017,1.070,2.920,0.236,0.111,0.043,0.454,4.328,2.279,2034.996,42.311,0.595,False
HD 20807_1,HD 20807,G1V,12.039,1.017,1.070,1.136,0.634,0.488,0.145,0.221,1.391,3.165,2034.697,1.328,0.320,False
HD 20807_2,HD 20807,G1V,12.039,1.017,1.070,1.195,0.127,0.044,0.085,0.840,5.663,0.136,2034.973,3.348,0.377,False
HD 20807_3,HD 20807,G1V,12.039,1.017,1.070,0.858,1.280,1.399,0.090,0.178,5.268,1.409,2034.220,0.570,0.389,True
HD 20807_4,HD 20807,G1V,12.039,1.017,1.070,0.779,0.685,0.548,0.075,0.606,5.688,2.913,2034.654,0.252,0.277,False
HD 20807_5,HD 20807,G1V,12.039,1.017,1.070,3.372,0.208,0.092,0.034,1.526,4.760,2.507,2034.911,6.717,0.390,False
HD 20807_6,HD 20807,G1V,12.039,1.017,1.070,3.225,0.650,0.506,0.024,1.567,1.036,4.490,2034.496,9.554,0.481,False
HD 20807_7,HD 20807,G1V,12.039,1.017,1.070,1.258,2.079,2.898,0.061,1.550,2.265,3.845,2033.492,1.323,0.399,False
HD 20807_8,HD 20807,G1V,12.039,1.017,1.070,3.066,0.595,0.444,0.136,1.102,4.454,5.531,2034.959,1.945,0.441,False
HD 20807_9,HD 20807,G1V,12.039,1.017,1.070,0.910,0.278,0.142,0.009,0.898,2.032,5.371,2034.981,1.414,0.376,False
HD 20807_10,HD 20807,G1V,12.039,1.017,1.070,2.425,1.539,1.845,0.167,1.068,4.461,1.516,2033.671,11.561,0.365,False
HD 20807_11,HD 20807,G1V,12.039,1.017,1.070,1.547,2.741,4.387,0.081,0.827,2.112,0.111,2030.692,4.311,0.363,False
HD 20807_12,HD 20807,G1V,12.039,1.017,1.070,1.829,3.295,5.781,0.045,1.104,1.117,5.369,2032.479,2.825,0.386,False
HD 20807_13,HD 20807,G1V,12.039,1.017,1.070,1.833,1.215,1.295,0.092,1.528,3.256,2.068,2034.873,2.363,0.326,True
HD 20807_14,HD 20807,G1V,12.039,1.017,1.070,1.550,2.463,3.738,0.048,1.343,4.312,2.181,2033.680,1.805,0.319,False
HD 20807_15,HD 20807,G1V,12.039,1.017,1.070,2.437,3.319,5.845,0.027,0.122,3.250,0.995,2032.750,12.561,0.164,False
HD 20807_16,HD 20807,G1V,12.039,1.017,1.070,0.971,2.227,3.214,0.060,1.218,4.033,4.354,2031.797,2.611,0.430,False
HD 20807_17,HD 20807,G1V,12.039,1.017,1.070,2.421,1.456,1.699,0.045,1.240,2.752,1.760,2033.833,6.183,0.436,True
HD 20807_18,HD 20807,G1V,12.039,1.017,1.070,0.672,0.159,0.061,0.147,1.417,4.890,1.111,2034.993,0.199,0.317,False
HD 20807_19,HD 20807,G1V,12.039,1.017,1.070,0.691,0.597,0.446,0.047,0.161,4.084,3.163,2034.850,0.240,0.415,False
HD 20807_20,HD 20807,G1V,12.039,1.017,1.070,1.830,0.681,0.543,0.049,1.338,3.610,4.715,2034.974,3.622,0.363,False
HD 20807_21,HD 20807,G1V,12.039,1.017,1.070,1.959,0.921,0.854,0.053,0.867,2.736,1.694,2034.442,3.637,0.384,True
HD 20807_22,HD 20807,G1V,12.039,1.017,1.070,2.721,4.292,8.597,0.085,1.529,3.366,4.537,2029.216,9.397,0.390,False
HD 20807_23,HD 20807,G1V,12.039,1.017,1.070,0.787,0.403,0.247,0.079,1.504,0.321,2.903,2034.986,0.475,0.417,False
HD 20807_24,HD 20807,G1V,12.039,1.017,1.070,0.543,1.523,1.818,0.127,0.772,4.189,2.537,2034.390,0.069,0.371,True
HD 20807_25,HD 20807,G1V,12.039,1.017,1.070,1.206,4.662,9.731,0.095,0.883,1.284,2.259,2026.214,0.828,0.438,False
HD 20807_26,HD 20807,G1V,12.039,1.017,1.070,2.564,1.918,2.567,0.025,0.823,5.404,0.915,2032.877,20.827,0.280,False
HD 20807_27,HD 20807,G1V,12.039,1.017,1.070,3.183,0.403,0.248,0.138,1.338,5.104,2.090,2034.858,5.981,0.382,False
HD 20807_28,HD 20807,G1V,12.039,1.017,1.070,2.467,4.376,8.849,0.023,0.174,3.317,5.525,2030.711,2.860,0.398,False
HD 20807_29,HD 20807,G1V,12.039,1.017,1.070,1.166,0.730,0.602,0.034,0.978,5.323,0.642,2034.402,1.351,0.325,False
HD 20807_30,HD 20807,G1V,12.039,1.017,1.070,2.497,0.145,0.053,0.033,0.247,4.215,6.021,2034.961,3.968,0.475,False
HD 20807_31,HD 20807,G1V,12.039,1.017,1.070,0.708,1.053,1.045,0.117,1.406,0.888,0.675,2034.004,0.291,0.390,True
HD 20807_32,HD 20807,G1V,12.039,1.017,1.070,2.839,0.474,0.315,0.111,1.154,4.654,2.275,2034.977,14.342,0.150,False
HD 20807_33,HD 20807,G1V,12.039,1.017,1.070,1.352,3.209,5.558,0.102,1.228,6.257,3.810,2033.821,2.027,0.403,False
HD 20807_34,HD 20807,G1V,12.039,1.017,1.070,0.967,0.427,0.270,0.166,0.715,0.257,5.264,2034.992,0.863,0.287,False
HD 20807_35,HD 20807,G1V,12.039,1.017,1.070,1.392,3.217,5.577,0.031,0.726,1.539,0.902,2030.159,3.713,0.326,False
HD 20807_36,HD 20807,G1V,12.039,1.017,1.070,2.104,0.132,0.046,0.010,1.063,3.756,0.887,2034.968,5.415,0.429,False
HD 20807_37,HD 20807,G1V,12.039,1.017,1.070,0.741,4.101,8.028,0.026,1.555,2.609,3.948,2033.574,0.534,0.381,False
HD 20807_38,HD 20807,G1V,12.039,1.017,1.070,0.585,0.139,0.050,0.043,1.395,4.006,1.839,2034.951,0.193,0.271,False
HD 20807_39,HD 20807,G1V,12.039,1.017,1.070,1.890,4.183,8.270,0.086,1.521,3.684,4.050,2027.095,2.325,0.419,False
HD 20807_40,HD 20807,G1V,12.039,1.017,1.070,3.047,0.176,0.071,0.091,0.560,4.951,5.156,2034.984,15.262,0.223,False
HD 20807_41,HD 20807,G1V,12.039,1.017,1.070,1.553,3.627,6.678,0.011,1.277,0.445,0.483,2030.680,3.533,0.340,False
HD 20807_42,HD 20807,G1V,12.039,1.017,1.070,0.627,3.304,5.805,0.107,1.453,2.768,5.306,2031.122,0.375,0.438,False
HD 20807_43,HD 20807,G1V,12.039,1.017,1.070,1.574,1.787,2.310,0.098,1.209,5.404,0.236,2034.991,3.518,0.363,False
HD 20630_0,HD 20630,G5V,9.276,0.857,0.980,0.536,2.220,3.341,0.043,1.322,0.480,5.727,2034.009,0.190,0.377,False
HD 20630_1,HD 20630,G5V,9.276,0.857,0.980,2.854,1.229,1.377,0.062,1.502,2.115,1.351,2034.440,13.147,0.551,True
HD 20630_2,HD 20630,G5V,9.276,0.857,0.980,1.139,0.719,0.616,0.077,0.567,4.717,0.203,2034.929,1.243,0.426,False
HD 20630_3,HD 20630,G5V,9.276,0.857,0.980,0.985,2.227,3.358,0.130,1.058,4.467,1.673,2032.211,1.168,0.322,False
HD 20630_4,HD 20630,G5V,9.276,0.857,0.980,2.487,2.094,3.061,0.046,1.217,0.013,3.019,2033.022,31.135,0.398,False
HD 20630_5,HD 20630,G5V,9.276,0.857,0.980,2.402,1.678,2.195,0.128,1.516,1.269,2.400,2033.655,13.590,0.184,False
HD 20630_6,HD 20630,G5V,9.276,0.857,0.980,1.868,1.420,1.709,0.092,1.506,4.892,5.880,2034.580,3.159,0.317,True
HD 20630_7,HD 20630,G5V,9.276,0.857,0.980,2.319,2.360,3.661,0.084,1.480,0.793,2.630,2032.748,8.507,0.357,False
HD 20630_8,HD 20630,G5V,9.276,0.857,0.980,0.608,0.922,0.894,0.108,1.386,2.051,5.586,2034.594,0.129,0.408,True
HD 20630_9,HD 20630,G5V,9.276,0.857,0.980,2.004,0.165,0.068,0.047,0.244,1.155,3.736,2034.933,1.978,0.300,False
HD 20630_10,HD 20630,G5V,9.276,0.857,0.980,0.865,1.461,1.783,0.056,1.286,0.700,3.293,2033.461,0.554,0.284,True
HD 20630_11,HD 20630,G5V,9.276,0.857,0.980,2.520,2.470,3.920,0.013,0.615,5.257,1.007,2032.938,5.482,0.408,False
HD 20630_12,HD 20630,G5V,9.276,0.857,0.980,0.934,0.604,0.474,0.099,1.551,0.385,1.703,2034.616,1.135,0.337,False
HD 20630_13,HD 20630,G5V,9.276,0.857,0.980,0.541,0.267,0.139,0.028,1.243,3.368,5.449,2034.977,0.102,0.347,False
HD 20630_14,HD 20630,G5V,9.276,0.857,0.980,1.012,3.838,7.595,0.119,0.437,4.352,4.901,2034.230,1.754,0.274,False
HD 20630_15,HD 20630,G5V,9.276,0.857,0.980,1.986,3.453,6.483,0.080,1.385,0.362,2.811,2030.912,2.433,0.333,False
HD 20630_16,HD 20630,G5V,9.276,0.857,0.980,1.191,1.861,2.564,0.103,1.283,3.980,5.712,2033.137,1.510,0.367,False
HD 20630_17,HD 20630,G5V,9.276,0.857,0.980,2.015,2.888,4.957,0.064,0.598,2.099,5.147,2034.737,4.420,0.414,False
HD 20630_18,HD 20630,G5V,9.276,0.857,0.980,0.524,4.326,9.088,0.087,1.449,5.237,0.704,2033.174,0.092,0.328,False
HD 20630_19,HD 20630,G5V,9.276,0.857,0.980,0.664,1.611,2.065,0.005,1.518,5.012,3.807,2033.891,0.141,0.450,True
HD 20630_20,HD 20630,G5V,9.276,0.857,0.980,1.344,0.468,0.323,0.019,0.262,4.988,5.019,2034.980,2.087,0.333,False
HD 20630_21,HD 20630,G5V,9.276,0.857,0.980,0.960,1.971,2.794,0.088,1.154,2.505,5.079,2033.815,0.969,0.333,False
HD 20630_22,HD 20630,G5V,9.276,0.857,0.980,1.695,3.861,7.663,0.082,0.853,5.168,0.574,2031.306,3.266,0.444,False
HD 20630_23,HD 20630,G5V,9.276,0.857,0.980,3.118,2.265,3.444,0.071,1.443,3.958,1.411,2031.826,8.978,0.378,False
HD 20630_24,HD 20630,G5V,9.276,0.857,0.980,1.627,0.118,0.041,0.129,1.349,2.379,2.595,2034.987,2.557,0.339,False
HD 20630_25,HD 20630,G5V,9.276,0.857,0.980,1.018,3.882,7.725,0.034,1.093,0.507,1.581,2033.697,1.866,0.359,False
HD 20630_26,HD 20630,G5V,9.276,0.857,0.980,1.289,2.665,4.394,0.091,0.830,0.420,0.684,2034.967,4.922,0.435,False
HD 20630_27,HD 20630,G5V,9.276,0.857,0.980,2.786,0.918,0.888,0.066,1.273,1.580,3.951,2034.892,7.298,0.440,True
HD 20630_28,HD 20630,G5V,9.276,0.857,0.980,1.671,4.494,9.622,0.099,0.485,1.882,3.189,2027.775,2.813,0.326,False
HD 20630_29,HD 20630,G5V,9.276,0.857,0.980,2.192,2.459,3.894,0.074,0.674,5.828,0.974,2033.267,2.413,0.365,False
HD 20630_30,HD 20630,G5V,9.276,0.857,0.980,0.825,3.165,5.687,0.096,0.987,6.283,3.684,2033.870,0.990,0.372,False
HD 20630_31,HD 20630,G5V,9.276,0.857,0.980,1.935,4.102,8.391,0.063,1.094,0.903,0.390,2027.171,2.148,0.318,False
HD 20630_32,HD 20630,G5V,9.276,0.857,0.980,0.623,0.132,0.048,0.074,0.903,5.924,2.407,2034.962,0.153,0.364,False
HD 20630_33,HD 20630,G5V,9.276,0.857,0.980,1.957,2.804,4.743,0.092,0.750,4.439,4.980,2034.458,3.533,0.367,False
HD 20630_34,HD 20630,G5V,9.276,0.857,0.980,2.599,0.865,0.813,0.044,1.435,3.133,5.592,2034.781,6.183,0.424,True
HD 20630_35,HD 20630,G5V,9.276,0.857,0.980,2.709,3.495,6.600,0.070,0.550,5.998,1.541,2029.394,4.136,0.427,False
HD 20630_36,HD 20630,G5V,9.276,0.857,0.980,0.600,3.572,6.819,0.116,1.059,4.484,5.400,2030.278,0.202,0.351,False
HD 20630_37,HD 20630,G5V,9.276,0.857,0.980,2.321,3.188,5.750,0.076,0.362,3.730,5.603,2029.563,3.729,0.356,False
HD 20630_38,HD 20630,G5V,9.276,0.857,0.980,0.593,2.837,4.826,0.024,0.299,1.316,3.813,2034.632,0.174,0.400,False
HD 20630_39,HD 20630,G5V,9.276,0.857,0.980,1.141,2.941,5.095,0.049,1.540,1.536,6.171,2031.049,1.111,0.338,False
HD 20794_0,HD 20794,G6V,6.041,0.654,0.970,2.648,2.172,3.250,0.061,1.326,0.486,5.883,2032.428,2.079,0.396,False
HD 20794_1,HD 20794,G6V,6.041,0.654,0.970,0.958,0.949,0.939,0.043,0.398,3.012,5.504,2034.207,1.874,0.363,True
HD 20794_2,HD 20794,G6V,6.041,0.654,0.970,1.199,0.673,0.561,0.115,0.561,4.950,3.111,2034.998,1.223,0.319,False
HD 20794_3,HD 20794,G6V,6.041,0.654,0.970,2.493,0.181,0.078,0.090,0.134,2.253,2.191,2034.970,9.877,0.319,False
HD 20794_4,HD 20794,G6V,6.041,0.654,0.970,2.008,0.835,0.775,0.093,0.267,0.170,3.843,2034.230,5.907,0.439,True
HD 20794_5,HD 20794,G6V,6.041,0.654,0.970,0.946,2.994,5.260,0.089,1.251,1.905,3.847,2031.900,0.391,0.359,False
HD 20794_6,HD 20794,G6V,6.041,0.654,0.970,0.514,4.107,8.452,0.032,1.180,4.286,4.296,2032.497,0.139,0.449,False
HD 20794_7,HD 20794,G6V,6.041,0.654,0.970,2.592,4.367,9.267,0.042,0.798,0.540,3.365,2031.395,3.854,0.341,False
HD 20794_8,HD 20794,G6V,6.041,0.654,0.970,2.114,0.385,0.243,0.130,1.555,2.362,0.168,2034.922,9.320,0.382,False
HD 20794_9,HD 20794,G6V,6.041,0.654,0.970,1.080,1.616,2.085,0.161,0.111,0.836,0.478,2034.067,1.058,0.487,False
HD 20794_10,HD 20794,G6V,6.041,0.654,0.970,1.299,1.637,2.126,0.028,1.560,2.990,6.118,2034.055,3.713,0.314,False
HD 20794_11,HD 20794,G6V,6.041,0.654,0.970,0.696,0.327,0.189,0.095,1.010,0.889,4.689,2034.904,0.093,0.272,False
HD 20794_12,HD 20794,G6V,6.041,0.654,0.970,1.008,1.666,2.183,0.081,0.838,0.685,5.958,2033.986,0.986,0.431,False
HD 20794_13,HD 20794,G6V,6.041,0.654,0.970,0.649,0.786,0.708,0.026,0.417,4.384,2.133,2034.635,0.278,0.326,True
HD 20794_14,HD 20794,G6V,6.041,0.654,0.970,0.704,4.081,8.371,0.094,0.871,0.993,3.361,2034.766,0.580,0.366,False
HD 20794_15,HD 20794,G6V,6.041,0.654,0.970,2.406,0.492,0.350,0.079,0.931,0.973,2.023,2034.981,13.311,0.600,False
HD 20794_16,HD 20794,G6V,6.041,0.654,0.970,0.920,3.224,5.878,0.057,1.266,3.723,5.711,2032.818,1.339,0.338,False
HD 20794_17,HD 20794,G6V,6.041,0.654,0.970,2.247,3.703,7.234,0.108,0.939,0.274,1.808,2028.598,12.405,0.150,False
HD 20794_18,HD 20794,G6V,6.041,0.654,0.970,1.131,2.540,4.110,0.145,0.723,0.207,4.359,2031.749,0.954,0.380,False
HD 20794_19,HD 20794,G6V,6.041,0.654,0.970,0.556,0.402,0.259,0.125,1.029,2.711,1.100,2034.971,0.086,0.319,False
HD 20794_20,HD 20794,G6V,6.041,0.654,0.970,0.919,0.504,0.364,0.175,0.677,2.294,0.661,2034.820,0.699,0.358,False
HD 20794_21,HD 20794,G6V,6.041,0.654,0.970,0.643,4.331,9.153,0.046,1.501,3.422,0.978,2029.466,0.211,0.389,False
HD 20794_22,HD 20794,G6V,6.041,0.654,0.970,1.742,0.173,0.073,0.088,1.229,6.242,3.327,2034.965,5.348,0.317,False
HD 20794_23,HD 20794,G6V,6.041,0.654,0.970,2.777,0.229,0.111,0.070,0.284,2.731,5.306,2034.922,9.397,0.332,False
HD 20794_24,HD 20794,G6V,6.041,0.654,0.970,2.013,4.398,9.364,0.075,1.241,3.619,6.279,2025.661,2.944,0.350,False
HD 20794_25,HD 20794,G6V,6.041,0.654,0.970,2.079,2.811,4.786,0.023,0.900,5.776,3.912,2034.538,8.437,0.296,False
HD 20794_26,HD 20794,G6V,6.041,0.654,0.970,2.489,2.608,4.276,0.064,1.024,3.036,3.353,2032.796,3.713,0.346,False
HD 20794_27,HD 20794,G6V,6.041,0.654,0.970,2.071,0.298,0.165,0.071,0.358,4.908,4.944,2034.915,4.664,0.373,False
HD 20794_28,HD 20794,G6V,6.041,0.654,0.970,1.357,1.244,1.410,0.068,1.407,3.447,0.401,2034.207,2.393,0.347,True
HD 20794_29,HD 20794,G6V,6.041,0.654,0.970,1.818,3.267,5.997,0.063,1.267,4.004,5.086,2033.999,5.195,0.353,False
HD 20794_30,HD 20794,G6V,6.041,0.654,0.970,1.015,0.684,0.575,0.059,0.531,5.859,4.765,2034.633,1.356,0.366,True
HD 20794_31,HD 20794,G6V,6.041,0.654,0.970,0.556,0.358,0.218,0.055,0.842,0.004,3.327,2034.990,0.097,0.334,False
HD 20794_32,HD 20794,G6V,6.041,0.654,0.970,1.786,0.103,0.034,0.053,0.997,5.661,0.144,2034.975,2.778,0.402,False
HD 20794_33,HD 20794,G6V,6.041,0.654,0.970,1.846,1.876,2.609,0.132,1.165,3.127,1.270,2033.270,3.775,0.439,False
HD 20794_34,HD 20794,G6V,6.041,0.654,0.970,0.720,0.588,0.458,0.111,1.147,3.812,2.323,2034.849,0.205,0.344,False
HD 20794_35,HD 20794,G6V,6.041,0.654,0.970,3.058,3.441,6.481,0.078,0.363,2.828,5.914,2028.590,8.614,0.391,False
HD 20794_36,HD 20794,G6V,6.041,0.654,0.970,0.539,0.561,0.427,0.065,0.835,1.639,4.012,2034.646,0.088,0.355,False
HD 20794_37,HD 20794,G6V,6.041,0.654,0.970,1.902,0.284,0.153,0.090,0.379,0.415,3.205,2034.917,2.732,0.385,False
HD 20794_38,HD 20794,G6V,6.041,0.654,0.970,3.161,4.237,8.856,0.105,0.236,5.938,3.069,2026.228,6.391,0.445,False
